"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"2785",NA,20,113,4.88,77.125,NA,4352,"TE","TE",NA,1.67,7.12,4.28,2.83,30.5,251,NA,2008
"2786",NA,24,NA,4.68,75,NA,4362,"TE","TE",NA,NA,NA,NA,NA,NA,255,NA,2008
"2787",NA,29,110,4.99,75.5,NA,4373,"OL","G",NA,1.73,7.49,4.47,2.88,25,301,NA,2008
"2788",32,20,94,5.46,77,NA,29476,"OL","C",10.25,NA,7.61,NA,NA,24,307,NA,2018
"2789",33.5,20,NA,5.06,74.125,NA,4391,"DL","DI",10.25,1.74,NA,NA,2.91,27,310,NA,2008
"2790",32,26,NA,5.06,74.75,NA,4404,"DL","DI",9.625,1.71,NA,NA,2.9,NA,317,NA,2008
"2791",36.625,26,113,5.06,78.625,NA,46179,"OL","T",9.5,1.75,8.01,4.92,NA,30,318,86.5,2020
"2792",33.375,NA,107,4.91,78.125,NA,7801,"OL","G",11,1.74,7.83,4.63,2.87,28,313,NA,2013
"2793",34.75,NA,113,5.12,77.5,NA,22,"OL","T",9.125,1.76,NA,4.44,2.96,29.5,295,NA,1992
"2794",NA,NA,106,4.92,74.875,NA,4371,"QB","QB",9,1.7,7.17,4.4,2.81,25.5,230,NA,2008
"2795",NA,35,107,4.99,75.375,NA,4397,"OL","C",NA,1.73,7.59,4.54,2.87,26.5,303,NA,2008
"2796",NA,29,111,4.61,76.875,NA,4392,"LB","ED",NA,1.6,7.29,4.55,2.71,28,245,NA,2008
"2797",34.125,27,NA,5.11,75.25,NA,7867,"OL","G",10,1.74,7.45,4.63,2.94,NA,320,NA,2013
"2798",34.125,30,113,5.12,78,NA,155,"OL","T",10.625,1.8,NA,NA,2.98,31,318,NA,1996
"2799",NA,27,117,4.51,74.875,NA,4406,"DL","ED",NA,1.51,6.9,4.51,2.58,32.5,253,NA,2008
"2800",33,33,113,5.14,79.625,NA,8023,"OL","T",10.625,1.79,7.62,4.68,2.99,30,308,NA,2013
"2801",NA,NA,132,4.41,74,NA,1319,"WO","WR",NA,NA,NA,NA,NA,39,230,NA,2003
"2802",33.25,NA,NA,NA,75.75,NA,4413,"OL","T",10.125,1.77,NA,NA,2.94,NA,308,NA,2008
"2803",NA,NA,NA,4.59,72.125,NA,4395,"WO","WR",NA,NA,NA,NA,NA,NA,209,NA,2008
"2804",NA,28,NA,5,73.875,NA,4401,"DL","DI",NA,NA,NA,NA,NA,NA,296,NA,2008
"2805",32.25,35,113,5.22,78.25,NA,46794,"OL","T",9.375,1.79,NA,4.77,3.01,33.5,315,NA,2018
"2806",NA,NA,NA,NA,77.5,NA,4380,"DL","DI",NA,1.65,NA,NA,2.84,NA,287,NA,2008
"2807",33.5,30,108,5.29,76.75,NA,4379,"OL","G",10,1.8,8.03,4.82,3.03,26,305,NA,2008
"2808",33.375,26,113,5.3,76.25,NA,4421,"OL","C",9.875,1.8,7.45,4.55,3.03,30.5,296,NA,2008
"2809",NA,NA,104,5.25,74.25,NA,4422,"OL","C",NA,1.84,7.6,4.56,3.04,23,298,NA,2008
"2810",NA,NA,109,4.71,76.25,NA,4386,"DL","ED",NA,1.56,7.64,4.65,2.7,27,263,NA,2008
"2811",NA,25,117,4.75,76.375,NA,4416,"DL","LB",NA,1.58,6.97,4.23,2.72,32,264,NA,2008
"2812",33,24,118,4.76,73.875,NA,4407,"LB","LB",9.75,1.58,7.11,4.29,2.73,31,248,NA,2008
"2813",33,22,118,4.62,73.25,NA,4385,"LB","LB",9.5,1.54,NA,NA,2.62,35,234,NA,2008
"2814",29.625,20,111,4.51,73.375,NA,4420,"WO","WR",8.375,1.54,7.1,4.42,2.61,26.5,221,NA,2008
"2815",NA,NA,113,4.61,77,NA,4408,"QB","QB",8.875,1.6,7.01,4.38,2.71,31,225,NA,2008
"2816",NA,14,121,4.43,71.75,NA,4381,"DB","S",NA,1.47,7.28,4.4,2.56,32.5,207,NA,2008
"2817",NA,21,119,4.5,72.125,NA,4396,"DB","S",NA,1.54,7.12,4.41,2.62,33,205,NA,2008
"2818",NA,NA,NA,NA,72,NA,4374,"DB","CB",NA,1.46,NA,NA,2.53,NA,200,NA,2008
"2819",NA,NA,NA,NA,72.75,NA,4393,"DB","CB",NA,1.43,NA,NA,2.55,NA,198,NA,2008
"2820",NA,18,118,4.68,78.125,NA,4375,"TE","TE",NA,1.53,7.64,4.53,2.67,34,259,NA,2008
"2821",NA,24,NA,4.63,79.5,NA,4390,"TE","TE",NA,1.57,NA,NA,2.61,33,270,NA,2008
"2822",NA,27,114,4.59,75.25,NA,4399,"TE","TE",NA,1.56,7.07,4.31,2.64,27.5,254,NA,2008
"2823",NA,20,117,4.82,76.5,NA,4405,"TE","TE",NA,1.66,7.15,4.38,2.79,27.5,243,NA,2008
"2824",NA,NA,NA,NA,73.125,NA,4378,"RB","HB",NA,1.56,NA,NA,2.66,NA,217,NA,2008
"2825",32.75,NA,NA,5.16,76.625,NA,4444,"OL","T",9.75,NA,NA,NA,NA,NA,309,NA,2008
"2826",NA,20,NA,4.75,76.875,NA,4425,"TE","TE",NA,NA,NA,NA,NA,NA,251,NA,2008
"2827",NA,18,109,4.58,75.5,NA,4441,"TE","TE",NA,1.56,6.99,4.27,2.62,30,236,NA,2008
"2828",34.25,23,113,5.26,78,NA,10798,"OL","T",10.625,1.79,8.26,5,3.05,29,320,NA,2016
"2829",NA,29,112,4.85,74.875,NA,4468,"LB","ED",NA,1.67,7.08,4.56,2.8,31.5,246,NA,2008
"2830",NA,26,109,4.91,76,NA,4430,"DL","DI",NA,1.59,7.62,4.75,2.74,29,274,NA,2008
"2831",30.75,30,110,4.68,71.625,NA,4460,"RB","FB",8.75,1.56,7.2,4.46,2.64,32.5,241,NA,2008
"2832",33.25,27,99,5.44,76.875,NA,366,"OL","C",9.75,1.83,8.34,4.77,3.1,27.5,314,NA,1998
"2833",34.5,23,108,5.1,74,NA,4462,"DL","DI",10,1.73,7.78,4.87,2.94,22.5,292,NA,2008
"2834",35.25,NA,113,5.33,77.25,NA,46254,"OL","T",10.25,NA,NA,4.74,NA,25,310,NA,2019
"2835",35,NA,113,5.4,79.625,NA,34693,"OL","T",9.75,1.83,7.82,4.68,3.1,28.5,305,NA,2018
"2836",33.125,NA,112,4.9,74.375,NA,7138,"OL","G",9.5,1.75,7.99,4.65,2.9,31.5,293,NA,2012
"2837",NA,NA,NA,5.43,76.5,NA,7895,"OL","C",NA,NA,NA,NA,NA,NA,306,NA,2013
"2838",32.25,34,111,4.98,75.625,NA,11793,"OL","G",10.625,1.75,7.55,4.62,2.91,27.5,309,NA,2017
"2839",35.125,26,112,4.95,76.875,NA,2895,"OL","T",9.5,1.71,7.75,4.43,2.89,32,309,NA,1998
"2840",NA,26,NA,4.73,74,NA,4477,"RB","FB",NA,1.58,NA,NA,2.7,NA,247,NA,2008
"2841",NA,31,109,5.22,76.875,NA,4478,"OL","G",NA,1.8,7.91,4.68,2.98,25.5,341,NA,2008
"2842",35,23,108,5.2,79.125,NA,4464,"OL","T",10.875,1.79,7.56,4.63,2.98,22.5,303,NA,2008
"2843",34.875,25,100,5.27,77.75,NA,4447,"OL","G",9.875,1.81,7.69,4.75,3.02,26,314,NA,2008
"2844",31.375,14,120,4.65,70.75,NA,12329,"RB","HB",9.125,1.62,6.99,4.34,2.72,35,213,NA,2017
"2845",31.375,16,117,4.63,69.875,NA,7165,"RB","HB",10.25,1.63,7.01,4.19,2.75,35.5,219,NA,2012
"2846",NA,21,120,4.61,72.375,NA,4453,"RB","HB",NA,1.58,NA,NA,2.7,34,222,NA,2008
"2847",NA,15,119,4.79,73.125,NA,4461,"LB","LB",NA,1.64,7.21,4.3,2.74,34,223,NA,2008
"2848",31.5,28,118,4.63,74,NA,4479,"LB","LB",10.375,1.53,6.86,4.26,2.64,31.5,245,NA,2008
"2849",NA,26,119,4.67,74.25,NA,4437,"LB","LB",NA,1.55,6.88,4.23,2.65,34,242,NA,2008
"2850",NA,29,126,4.58,73.625,NA,4448,"LB","LB",NA,1.51,6.7,3.98,2.6,34,239,NA,2008
"2851",33.25,26,113,4.86,72.875,NA,4469,"LB","LB",10,1.64,NA,NA,2.81,29.5,238,NA,2008
"2852",NA,NA,NA,4.58,75.25,NA,4470,"QB","QB",NA,NA,NA,NA,NA,NA,195,NA,2008
"2853",NA,NA,NA,NA,74.75,NA,4474,"QB","QB",NA,1.58,NA,NA,2.63,NA,213,NA,2008
"2854",NA,NA,NA,NA,72.125,NA,4456,"DB","CB",NA,1.46,NA,NA,2.54,NA,197,NA,2008
"2855",NA,NA,NA,4.63,73.375,NA,4434,"DB","S",NA,NA,NA,NA,NA,NA,213,NA,2008
"2856",NA,23,117,4.68,72.25,NA,4487,"DB","S",NA,1.59,7.08,4.34,2.72,34,210,NA,2008
"2857",NA,24,100,5.45,78.625,NA,4484,"OL","T",NA,1.85,8,5.16,3.12,25.5,320,NA,2008
"2858",NA,24,115,4.83,74.625,NA,4446,"TE","TE",NA,1.65,6.8,4.19,2.78,29,251,NA,2008
"2859",NA,22,117,4.61,77.625,NA,4455,"TE","TE",NA,1.53,6.92,4.23,2.62,31,243,NA,2008
"2860",NA,22,118,4.59,78.5,NA,4472,"TE","TE",NA,1.59,7.25,4.38,2.68,28,262,NA,2008
"2861",NA,NA,NA,NA,72.25,NA,4480,"RB","HB",NA,1.6,NA,NA,2.65,NA,213,NA,2008
"2862",31.25,13,121,4.43,68.5,NA,9671,"WO","WR",9.375,1.64,6.64,4.07,2.64,34,180,NA,2015
"2863",NA,10,125,4.44,72.5,NA,4442,"WO","WR",NA,1.56,6.77,4.2,2.59,38.5,201,NA,2008
"2864",32.25,NA,NA,4.46,72.25,NA,4488,"WO","WR",9,NA,NA,NA,NA,NA,219,NA,2008
"2865",NA,28,100,5,75.375,NA,4509,"OL","G",NA,1.72,7.45,4.78,2.89,24.5,303,NA,2008
"2866",32,37,104,5.15,74.375,NA,46180,"OL","G",9.875,1.75,7.59,4.7,2.6,24,327,NA,2018
"2867",NA,NA,NA,NA,75,NA,4517,"LB","ED",NA,1.62,NA,NA,2.66,NA,251,NA,2008
"2868",NA,31,110,5.27,75.5,NA,4498,"OL","G",NA,1.77,7.21,4.64,3,27,305,NA,2008
"2869",NA,20,125,4.42,71.875,NA,4519,"WO","WR",NA,1.57,6.9,4.19,2.57,36.5,210,NA,2008
"2870",34.125,21,112,5.16,79.625,NA,36501,"OL","T",10.25,1.8,8.02,4.86,NA,28,311,82.25,2020
"2871",NA,26,117,4.64,72.75,NA,4541,"RB","HB",NA,1.63,7.15,NA,2.68,30.5,240,NA,2008
"2872",34,23,NA,5.22,76.375,NA,6177,"OL","G",9.75,1.75,NA,NA,2.93,NA,321,NA,2011
"2873",32.5,21,106,5.4,76.875,NA,404,"OL","C",9.75,1.83,8.13,4.45,3.09,29.5,308,NA,1998
"2874",34.75,22,112,5.22,77.375,NA,10792,"OL","T",10.75,1.75,NA,NA,2.92,30.5,324,NA,2016
"2875",33,21,103,5.35,75.5,NA,4501,"OL","C",10.625,1.8,7.62,4.55,3.03,30,301,NA,2008
"2876",32.875,23,111,5.05,79.125,NA,46912,"OL","T",10.125,NA,7.66,4.58,NA,33.5,317,NA,2019
"2877",NA,22,107,5.22,76.75,NA,4550,"OL","G",NA,1.8,7.58,4.69,2.99,26.5,295,NA,2008
"2878",33.375,NA,112,5.07,77.25,NA,7938,"OL","G",10,1.76,7.52,4.51,2.93,28.5,298,NA,2013
"2879",34.25,34,108,5.14,75.875,NA,4495,"DL","DI",11,1.8,7.55,4.54,3.01,27,291,NA,2008
"2880",NA,27,106,5.07,76,NA,3704,"OL","G",NA,1.76,7.8,4.65,2.91,30,305,NA,2007
"2881",35.125,22,111,5.14,76.75,NA,9543,"OL","T",10.375,1.82,7.68,4.54,3.02,32.5,309,NA,2015
"2882",29.5,12,NA,4.48,69.75,NA,56247,"DB","CB",9.25,NA,NA,NA,NA,NA,195,69.75,2020
"2883",NA,NA,NA,NA,76.75,NA,4545,"DL","ED",NA,1.64,NA,NA,2.74,NA,238,NA,2008
"2884",NA,NA,NA,5.32,77,NA,4778,"OL","C",NA,NA,NA,NA,NA,NA,299,NA,2008
"2885",30.875,NA,NA,4.55,74.875,NA,4551,"WO","WR",9,NA,NA,NA,NA,NA,203,NA,2008
"2886",NA,NA,98,5.36,78.25,NA,4555,"OL","G",NA,1.8,7.9,4.79,3.04,20.5,332,NA,2008
"2887",NA,23,106,5.28,77.375,NA,4548,"OL","T",NA,1.85,7.47,4.68,3.07,23,315,NA,2008
"2888",NA,21,117,4.84,76.375,NA,4499,"DL","ED",NA,1.66,NA,NA,2.78,NA,264,NA,2008
"2889",NA,NA,112,4.95,71.625,NA,4646,"LB","LB",NA,1.59,7.4,4.29,2.76,26.5,230,NA,2008
"2890",NA,22,111,4.72,74,NA,4627,"LB","LB",NA,1.63,6.9,4.22,2.76,28.5,248,NA,2008
"2891",NA,20,113,4.76,73,NA,4528,"LB","LB",NA,1.55,6.77,4.22,2.73,31.5,235,NA,2008
"2892",NA,25,NA,4.69,74.625,NA,4688,"LB","LB",NA,1.57,NA,NA,2.66,26,242,NA,2008
"2893",33.375,NA,NA,NA,73.25,NA,4566,"LB","LB",9.5,1.59,NA,NA,2.73,NA,236,NA,2008
"2894",NA,NA,109,4.79,74.25,NA,4523,"QB","QB",9.25,1.62,7.21,4.34,2.72,28,231,NA,2008
"2895",NA,17,121,4.34,73.75,NA,4534,"DB","S",NA,1.52,7.07,4.27,2.51,31.5,223,NA,2008
"2896",NA,16,123,4.53,72.375,NA,4773,"DB","S",NA,1.55,6.88,4.15,2.63,38,210,NA,2008
"2897",NA,14,109,4.54,72.125,NA,4563,"DB","S",NA,1.56,7.34,4.35,2.63,28.5,212,NA,2008
"2898",34.75,NA,91,5.37,77.25,NA,5622,"OL","G",9.625,1.89,8.15,5.01,3.14,25,312,NA,2010
"2899",NA,30,105,5.14,75,NA,1474,"OL","C",NA,1.84,7.75,4.77,2.97,30,301,NA,2003
"2900",33.25,21,NA,5.28,80.5,NA,4544,"OL","T",9.625,NA,NA,NA,2.99,NA,310,NA,2008
"2901",33,NA,NA,NA,77.25,NA,4539,"OL","T",10,1.9,NA,NA,3.06,NA,343,NA,2008
"2902",NA,NA,120,4.56,75.5,NA,4529,"WO","WR",NA,1.54,7.03,4.43,2.61,28.5,213,NA,2008
"2903",NA,14,121,4.8,75.5,NA,4510,"TE","TE",NA,1.71,7.08,4.27,2.82,36,250,NA,2008
"2904",NA,15,126,4.49,74.75,NA,4505,"WO","WR",NA,1.57,NA,NA,2.61,29.5,221,NA,2008
"2905",32.375,NA,NA,NA,73.875,NA,4538,"WO","WR",9.375,1.59,NA,NA,2.62,NA,210,NA,2008
"2906",NA,NA,NA,NA,68.625,NA,4692,"RB","HB",NA,1.53,NA,NA,2.55,NA,216,NA,2008
"2907",33.875,29,105,5.06,76.5,NA,2250,"OL","G",10.5,1.67,7.5,4.46,2.91,29.5,319,NA,2005
"2908",NA,NA,113,4.71,76.125,NA,2218,"QB","QB",NA,1.67,6.82,3.96,2.8,32,217,NA,2005
"2909",32.5,NA,NA,4.56,76.625,NA,2227,"WO","WR",9.25,1.6,NA,NA,2.69,36.5,229,NA,2005
"2910",NA,NA,110,4.71,74,NA,2241,"QB","QB",NA,1.7,7.38,NA,2.81,34.5,223,NA,2005
"2911",30.25,NA,NA,4.71,76.75,NA,2242,"QB","QB",9.5,NA,NA,NA,NA,NA,230,NA,2005
"2912",NA,25,120,4.75,74.125,NA,2234,"DL","LB",NA,1.68,6.86,3.9,2.79,37,265,NA,2005
"2913",NA,NA,112,4.87,79.5,NA,2236,"OL","T",NA,1.71,7.83,4.56,2.84,35.5,318,NA,2005
"2914",NA,24,112,5.3,79.5,NA,4581,"OL","T",NA,1.84,7.71,4.86,3.08,26,312,NA,2008
"2915",NA,22,99,5.4,74.25,NA,5207,"OL","C",NA,1.9,8.15,4.98,3.17,28.5,308,NA,2009
"2916",NA,NA,119,4.63,72.375,NA,4631,"DB","CB",NA,1.57,7.07,4.36,2.65,31.5,195,NA,2008
"2917",NA,15,NA,4.48,72.125,NA,2225,"DB","S",NA,NA,NA,NA,NA,NA,198,NA,2005
"2918",33.125,19,106,5.15,76.375,NA,46290,"OL","G",10.5,1.76,7.87,4.5,2.96,28,306,NA,2018
"2919",NA,NA,NA,4.52,73,NA,2251,"DB","S",NA,NA,NA,NA,NA,NA,207,NA,2005
"2920",NA,15,126,4.44,72.375,NA,2226,"DB","CB",NA,1.55,6.48,3.82,2.6,40.5,196,NA,2005
"2921",NA,34,NA,5.05,76,NA,2254,"DL","DI",NA,NA,NA,NA,NA,NA,293,NA,2005
"2922",NA,16,109,4.69,72,NA,4703,"RB","HB",NA,1.63,7.4,4.72,2.72,33,254,NA,2008
"2923",NA,NA,NA,5.05,76,NA,2237,"DL","DI",NA,NA,NA,NA,NA,NA,307,NA,2005
"2924",NA,26,NA,4.93,71.625,NA,2248,"DL","DI",NA,NA,NA,NA,NA,NA,292,NA,2005
"2925",NA,NA,121,4.59,74,NA,4617,"DB","S",NA,1.56,6.9,4.49,2.67,34,212,NA,2008
"2926",NA,NA,NA,4.91,75.625,NA,2233,"DL","DI",NA,NA,NA,NA,NA,NA,305,NA,2005
"2927",NA,NA,NA,NA,76,NA,4724,"DL","DI",NA,1.78,NA,NA,3.04,NA,292,NA,2008
"2928",NA,18,111,4.75,73.875,NA,714,"LB","LB",NA,1.67,7.43,4.45,2.78,32,233,NA,2000
"2929",33.75,21,116,4.89,76.625,NA,44558,"LB","ED",10.25,NA,NA,NA,NA,29,280,80.75,2020
"2930",NA,27,122,4.56,76,NA,2228,"DL","ED",NA,1.7,6.83,4.07,2.75,38.5,251,NA,2005
"2931",NA,NA,109,5.06,77.875,NA,2230,"OL","T",NA,1.78,7.93,4.67,3,31.5,316,NA,2005
"2932",33.25,21,95,5.06,76.125,NA,2249,"OL","G",10.375,1.84,7.52,4.44,3.02,31.5,307,NA,2005
"2933",NA,24,110,4.74,72.75,NA,4788,"LB","LB",NA,1.64,7.12,4.31,2.77,26,249,NA,2008
"2934",NA,NA,122,4.81,76.125,NA,2235,"DL","ED",NA,1.65,7.56,4.37,2.79,37.5,266,NA,2005
"2935",NA,19,NA,4.98,74.25,NA,4763,"DL","ED",NA,1.67,NA,NA,2.85,NA,268,NA,2008
"2936",NA,16,115,4.63,71.875,NA,4652,"DB","S",NA,1.56,7.07,NA,2.63,32.5,204,NA,2008
"2937",NA,30,101,5.38,76.25,NA,4423,"OL","G",NA,1.89,7.58,4.72,3.11,23,311,NA,2008
"2938",34,25,97,4.99,75.625,NA,5692,"OL","T",10.25,1.78,7.4,4.6,2.94,25,319,NA,2010
"2939",35.375,23,97,5.18,77.375,NA,6184,"OL","T",11,1.87,7.43,4.63,3.05,28,321,NA,2011
"2940",NA,NA,NA,4.79,77,NA,2247,"TE","TE",NA,NA,NA,NA,NA,NA,256,NA,2005
"2941",NA,NA,117,4.5,75,NA,4779,"WO","WR",NA,NA,6.95,4.29,NA,28.5,224,NA,2008
"2942",NA,17,123,4.87,79.625,NA,4711,"TE","TE",NA,1.62,6.92,4.42,2.77,30.5,259,NA,2008
"2943",32.5,9,125,4.68,73.25,NA,12270,"WO","WR",9.125,1.61,6.73,4.21,2.71,34,203,NA,2017
"2944",31.375,17,120,4.53,72.875,NA,5051,"WO","WR",9.25,1.63,6.78,4.24,2.69,34,200,NA,2009
"2945",33.375,NA,122,4.55,77.625,NA,1915,"WO","WR",9,1.58,6.84,4.16,2.66,34,211,NA,2004
"2946",NA,NA,116,4.57,70.5,NA,3196,"WO","WR",NA,1.63,6.88,4.2,2.69,34,192,NA,2006
"2947",32,NA,129,4.37,78.25,NA,2238,"WO","WR",8.625,1.54,NA,NA,2.6,39.5,242,NA,2005
"2948",32,NA,128,4.45,73.625,NA,2252,"WO","WR",9.625,1.62,6.99,3.94,2.68,41.5,196,NA,2005
"2949",31,NA,NA,4.32,73.375,NA,2224,"WO","WR",9.25,1.6,6.99,NA,2.61,NA,203,NA,2005
"2950",31.625,NA,NA,4.45,74.875,NA,2220,"WO","WR",9.375,NA,NA,NA,NA,NA,210,NA,2005
"2951",NA,NA,NA,NA,70.75,NA,4691,"DB","S",NA,1.59,NA,NA,2.7,NA,204,NA,2008
"2952",NA,21,109,4.87,74.125,NA,2276,"DL","DI",NA,1.71,7.7,4.57,2.83,29.5,286,NA,2005
"2953",32.625,NA,113,4.79,75.875,NA,2284,"QB","QB",9,1.69,6.94,4.08,2.82,33,225,NA,2005
"2954",NA,32,107,5.02,75.375,NA,2305,"DL","DI",NA,1.76,7.83,4.44,2.83,32.5,325,NA,2005
"2955",32.75,35,117,4.92,77.25,NA,2296,"OL","G",9.625,1.72,7.37,4.16,2.87,35.5,304,NA,2005
"2956",NA,NA,NA,4.86,78.125,NA,2286,"QB","QB",NA,NA,NA,NA,NA,NA,233,NA,2005
"2957",NA,NA,118,4.46,72,NA,2257,"DB","S",NA,1.6,7.09,4.08,2.65,37.5,209,NA,2005
"2958",NA,25,103,5.07,76.25,NA,2306,"DL","DI",NA,1.88,8,4.79,3.04,27.5,305,NA,2005
"2959",33,29,NA,4.84,75.25,NA,2298,"OL","G",10.125,1.76,NA,NA,2.88,NA,305,NA,2005
"2960",33.125,28,113,5.08,74.75,NA,59857,"OL","G",11,1.77,7.91,4.64,NA,33,307,79.625,2020
"2961",33.75,NA,111,5.16,78,NA,10789,"OL","T",9.625,1.75,7.47,4.47,2.98,27.5,304,NA,2016
"2962",NA,24,99,5.09,77.125,NA,496,"OL","G",NA,1.77,8.14,4.88,2.93,30,317,NA,1999
"2963",33.75,NA,110,4.87,74.875,NA,48727,"DL","ED",9.875,1.64,7.63,4.65,2.79,32.5,283,NA,2018
"2964",33.25,NA,NA,NA,78.625,NA,2258,"OL","T",9.25,1.92,NA,NA,3.12,NA,320,NA,2005
"2965",33.625,23,111,5.17,77.625,NA,4329,"OL","T",10.125,1.77,7.97,4.78,2.97,26,309,NA,2008
"2966",NA,22,111,5.19,78.25,NA,3738,"OL","T",NA,1.82,7.38,4.53,3.01,30,324,NA,2007
"2967",NA,NA,NA,NA,69.75,NA,2274,"DB","CB",NA,1.53,NA,NA,2.56,NA,201,NA,2005
"2968",33.875,18,123,4.63,75,NA,9139,"DL","ED",9.625,1.63,6.97,4.18,2.72,36,247,NA,2014
"2969",NA,27,103,5.39,75.375,NA,11102,"OL","C",NA,1.84,7.89,4.76,3.08,24,305,NA,2016
"2970",34.375,NA,111,5.27,78,NA,37023,"OL","T",10.125,NA,8.01,5,NA,30.5,313,NA,2019
"2971",33.875,NA,122,4.54,78.25,NA,7785,"LB","ED",10,1.65,7.02,4.35,2.68,32.5,248,NA,2013
"2972",33.375,25,96,5.38,73.25,NA,7293,"OL","C",9.625,1.92,7.63,4.65,3.16,30.5,305,NA,2012
"2973",NA,26,112,5.05,74.875,NA,4706,"DL","C",NA,1.71,7.61,4.7,2.92,24.5,290,NA,2008
"2974",NA,NA,NA,4.75,77.5,NA,2270,"DL","ED",NA,NA,NA,NA,NA,NA,254,NA,2005
"2975",NA,9,NA,4.5,72.125,NA,2260,"DB","CB",NA,NA,NA,NA,NA,NA,199,NA,2005
"2976",NA,26,106,4.92,77.75,NA,2269,"OL","T",NA,1.72,7.57,4.54,2.91,35,305,NA,2005
"2977",NA,29,100,5.38,75.875,NA,4424,"OL","G",NA,1.89,7.74,4.89,3.09,21.5,320,NA,2008
"2978",NA,28,NA,4.88,76.125,NA,2288,"TE","TE",NA,NA,NA,NA,NA,NA,258,NA,2005
"2979",NA,NA,NA,4.72,76.75,NA,2303,"TE","TE",NA,NA,NA,NA,NA,NA,241,NA,2005
"2980",32.5,18,96,5.45,76.5,NA,33068,"OL","G",8.75,1.89,7.84,4.8,3.16,24,320,NA,2018
"2981",33,29,108,5.13,74,NA,820,"OL","C",9.875,1.72,7.55,4.35,2.9,33,307,NA,2001
"2982",32.5,21,104,5.45,78.5,NA,2266,"OL","T",10,1.85,7.71,4.71,3.16,27.5,321,NA,2005
"2983",31.375,15,125,4.54,73,NA,11911,"RB","HB",8.875,1.62,7.03,4.32,2.65,34,219,NA,2017
"2984",NA,NA,124,4.53,73.5,NA,2271,"RB","HB",NA,1.59,7.44,4.08,2.66,38.5,246,NA,2005
"2985",NA,NA,NA,4.72,69.625,NA,2264,"PK","K",NA,NA,NA,NA,NA,NA,182,NA,2005
"2986",NA,NA,NA,4.71,77,NA,2291,"DL","ED",NA,NA,NA,NA,NA,NA,265,NA,2005
"2987",NA,25,NA,4.75,73,NA,2295,"LB","LB",NA,NA,NA,4.31,NA,NA,235,NA,2005
"2988",33.125,22,103,5.13,75.625,NA,9153,"OL","C",9.625,1.77,7.3,4.37,2.96,26,304,NA,2014
"2989",32,11,119,4.58,73.5,NA,10689,"WO","WR",9.75,1.59,6.9,4.35,2.66,34,197,NA,2016
"2990",32.75,16,123,4.39,74.75,NA,5631,"WO","WR",8.5,1.54,6.94,4.6,2.59,34,210,NA,2010
"2991",32,16,126,4.43,72.75,NA,8639,"WO","WR",9.625,1.55,6.95,4.34,2.59,34,211,NA,2014
"2992",32.125,14,119,4.5,72.875,NA,7428,"WO","WR",9.25,1.6,7.03,4.12,2.65,34,209,NA,2012
"2993",NA,NA,126,4.41,72.125,NA,2285,"WO","WR",NA,1.56,6.6,3.94,2.59,36.5,189,NA,2005
"2994",NA,NA,NA,4.46,76.75,NA,2278,"WO","WR",NA,1.57,NA,NA,2.58,39,241,NA,2005
"2995",30.875,NA,128,4.37,73.375,NA,2256,"WO","WR",8.125,1.6,6.96,3.98,2.64,39.5,201,NA,2005
"2996",31,NA,NA,4.5,76,NA,2300,"WO","WR",9.5,1.67,NA,NA,2.68,NA,197,NA,2005
"2997",32.5,NA,100,5.12,75,NA,2346,"OL","G",9.5,1.74,7.62,4.51,2.99,29.5,304,NA,2005
"2998",32,23,105,5.4,74.75,NA,2341,"OL","C",9.375,1.86,7.72,4.51,3.01,30.5,313,NA,2005
"2999",34,27,NA,5.18,77.625,NA,2322,"OL","T",10.125,NA,NA,NA,NA,NA,327,NA,2005
"3000",NA,NA,102,5.24,74.375,NA,2354,"DL","DI",NA,NA,8.01,4.68,NA,27,313,NA,2005
"3001",33.625,19,118,4.56,76.25,NA,2327,"RB","HB",10.625,1.66,7.53,4.46,2.69,37,267,NA,2005
"3002",NA,26,110,4.59,75.125,NA,2342,"DL","LB",NA,1.65,7.27,4.38,2.7,35.5,259,NA,2005
"3003",33.25,23,111,5.47,79.5,NA,11912,"OL","T",10.125,1.83,7.71,4.72,3.1,28,311,NA,2017
"3004",NA,24,NA,5.2,80,NA,2381,"OL","T",NA,NA,NA,NA,NA,NA,314,NA,2005
"3005",NA,NA,113,4.56,74.75,NA,2377,"LB","LB",NA,1.68,7.08,4.12,2.74,34,236,NA,2005
"3006",NA,25,110,4.82,79,NA,5152,"OL","T",NA,1.72,7.06,4.34,2.87,35,306,NA,2009
"3007",35.5,21,110,4.96,80.25,NA,6169,"OL","T",9.875,1.77,7.44,4.34,2.93,32,319,NA,2011
"3008",36.25,24,NA,5.25,78.5,NA,2330,"OL","T",10.5,NA,NA,NA,NA,NA,314,NA,2005
"3009",NA,NA,NA,5.28,76.5,NA,2317,"OL","T",NA,1.88,NA,NA,3.11,31.5,319,NA,2005
"3010",NA,33,120,4.6,74.25,NA,2366,"LB","LB",NA,1.66,7.16,4.11,2.72,36.5,248,NA,2005
