"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","event_date","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","venue_franchise_id","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"2857",32.75,NA,122,NA,4.79,74.875,NA,11181,"LB","LB",9.875,1.63,7.14,4.49,2.75,NA,32.5,235,NA,2016
"2858",32.75,NA,NA,NA,4.78,72.625,NA,9640,"LB","LB",9.625,1.67,NA,NA,2.76,NA,NA,244,NA,2015
"2859",31.25,NA,106,NA,4.66,72.5,NA,9652,"LB","LB",9.625,1.56,NA,4.4,2.72,NA,30.5,240,NA,2015
"2860",31,22,NA,NA,NA,72.25,NA,9478,"LB","LB",9.625,NA,7.14,4.14,NA,NA,NA,232,NA,2015
"2861",31.875,30,NA,NA,NA,70.75,NA,9481,"LB","LB",9.5,1.61,NA,NA,2.65,NA,33,236,NA,2015
"2862",31.5,NA,112,NA,4.76,72.125,NA,9532,"LB","LB",9.5,1.6,6.76,NA,2.8,NA,30,235,NA,2015
"2863",NA,23,120,NA,4.55,70.625,NA,7534,"HB","HB",NA,1.58,6.99,4.22,2.63,NA,35,217,NA,2012
"2864",30.75,19,NA,NA,NA,72.25,NA,9573,"LB","LB",9,NA,NA,NA,NA,NA,NA,231,NA,2015
"2865",32.75,NA,114,NA,4.82,71.875,NA,9574,"LB","LB",9.125,1.64,7.1,NA,2.81,NA,NA,236,NA,2015
"2866",33.625,NA,NA,NA,4.65,74,NA,9594,"LB","LB",9.375,1.62,NA,4.26,2.66,NA,34.5,236,NA,2015
"2867",NA,23,125,NA,4.53,70,NA,7585,"HB","HB",NA,1.59,6.84,4.03,2.61,NA,38,207,NA,2012
"2868",NA,16,125,NA,4.39,72.75,NA,7374,"CB","CB",NA,1.58,6.96,4.1,2.6,NA,40,201,NA,2012
"2869",30.5,NA,110,NA,4.65,71.875,NA,9815,"LB","LB",9.375,1.64,NA,NA,2.7,NA,30.5,237,NA,2015
"2870",NA,NA,115,NA,4.9,74.625,NA,9958,"LB","LB",NA,1.7,NA,NA,2.79,NA,33.5,245,NA,2015
"2871",33.5,19,125,NA,4.41,76.875,NA,8644,"LB","LB",9.375,1.57,NA,NA,2.67,NA,NA,255,NA,2014
"2872",32.375,NA,NA,NA,4.38,73.125,NA,8650,"LB","LB",10,1.56,NA,NA,2.58,NA,NA,237,NA,2014
"2873",33.375,15,NA,NA,4.63,74,NA,8652,"LB","LB",10.75,1.56,NA,NA,2.7,NA,NA,234,NA,2014
"2874",32.375,16,120,NA,4.58,73.75,NA,8706,"LB","LB",9.375,1.59,7.11,4.42,2.64,NA,36,233,NA,2014
"2875",33.5,26,113,NA,4.79,73.25,NA,8708,"LB","LB",10.25,1.72,7.13,4.4,2.77,NA,34.5,251,NA,2014
"2876",29.25,NA,116,NA,4.81,71.5,NA,8712,"LB","LB",9.875,1.59,6.83,4.26,2.69,NA,35,248,NA,2014
"2877",32.5,NA,117,NA,4.65,72.375,NA,8754,"LB","LB",9.125,1.63,NA,4.44,2.72,NA,35.5,240,NA,2014
"2878",33.125,14,113,"2021-03-23",4.95,75.125,NA,13920,"LB","LB",10.5,1.72,NA,4.5,2.9,NA,35.5,236,78,2021
"2879",32.125,23,97,"2021-03-23",5.53,75.5,NA,27062,"G","G",9.625,1.89,8.27,5.14,3.03,NA,23,313,77.625,2021
"2880",32.5,28,NA,"2021-03-23",5.25,79.125,NA,46391,"G","G",9.625,NA,NA,NA,NA,NA,NA,325,80.875,2021
"2881",33,20,118,"2021-03-23",4.81,77,NA,47378,"TE","TE",10.25,1.71,7.03,4.48,2.9,NA,35,244,79.875,2021
"2882",NA,24,119,NA,4.67,72.625,NA,7292,"LB","LB",NA,1.58,7.15,4.35,2.58,NA,38,228,NA,2012
"2883",29.625,22,124,NA,4.38,74.625,NA,7962,"HB","HB",9,1.48,6.81,4.36,2.56,NA,36,223,NA,2013
"2884",NA,11,120,NA,4.47,68.125,NA,7332,"HB","HB",NA,1.54,6.87,4.07,2.61,NA,35,205,NA,2012
"2885",NA,16,120,NA,4.64,71.625,NA,7457,"HB","HB",NA,1.65,6.97,4.21,2.74,NA,33,205,NA,2012
"2886",NA,24,121,NA,4.71,73.25,NA,7912,"FB","FB",NA,1.6,6.93,4.19,2.75,NA,37,248,NA,2013
"2887",34,21,128,NA,4.68,75.625,NA,7929,"ED","ED",10,1.64,7.26,4.31,2.73,NA,38.5,257,NA,2013
"2888",33.875,20,122,NA,4.75,77.25,NA,7964,"ED","ED",9.625,1.62,7.43,4.56,2.7,NA,34.5,272,NA,2013
"2889",30.625,20,125,NA,4.7,74.125,NA,7974,"ED","ED",10,1.58,6.98,4.37,2.71,NA,35.5,248,NA,2013
"2890",35.5,26,116,NA,4.69,76.5,NA,7679,"ED","ED",10,1.72,7.44,4.47,2.72,NA,31,256,NA,2012
"2891",30.5,NA,NA,NA,NA,73.5,NA,9028,"DI","DI",9.875,NA,7.51,4.53,NA,NA,NA,298,NA,2014
"2892",32.375,18,122,NA,4.56,73.875,NA,7353,"ED","ED",10.625,1.65,6.89,4.14,2.61,NA,38,230,NA,2012
"2893",32.75,21,117,NA,4.84,74.5,NA,7365,"ED","ED",10,1.68,7.45,4.44,2.76,NA,33,261,NA,2012
"2894",34,17,111,NA,5.18,79.5,NA,7258,"DI","DI",10.25,1.71,7.29,4.6,2.82,NA,28.5,290,NA,2012
"2895",33.625,38,102,NA,5.02,75.375,NA,7255,"DI","DI",10,1.71,7.29,4.47,2.89,NA,35.5,295,NA,2012
"2896",NA,29,103,NA,5.15,76,NA,7432,"DI","DI",NA,1.78,7.77,4.54,3.04,NA,27,305,NA,2012
"2897",NA,20,112,NA,4.91,75.75,NA,7459,"DI","DI",NA,1.79,7.37,4.83,2.84,NA,28,298,NA,2012
"2898",30.75,4,137,NA,4.39,73.25,NA,7716,"CB","CB",8.5,1.55,7.13,4.22,2.56,NA,38,198,NA,2012
"2899",NA,14,129,NA,4.46,70.5,NA,7235,"CB","CB",NA,1.56,7.39,4.35,2.61,NA,36,185,NA,2012
"2900",NA,12,128,NA,4.42,68.875,NA,7250,"CB","CB",NA,1.5,7.22,4.13,2.55,NA,39,186,NA,2012
"2901",NA,25,108,NA,5.04,75.875,NA,7952,"C","C",NA,1.73,7.4,4.35,2.97,NA,30,304,NA,2013
"2902",32.75,25,101,NA,5.14,76,NA,7495,"C","C",10.25,1.75,7.89,4.6,2.98,NA,27,300,NA,2012
"2903",NA,31,105,NA,5.22,77,NA,7375,"C","C",NA,1.79,7.93,4.76,2.97,NA,30,310,NA,2012
"2904",32,13,117,"2021-03-23",4.7,69.625,NA,39953,"HB","HB",9,1.69,7.12,4.33,2.73,NA,32,217,76.25,2021
"2905",30.25,NA,NA,NA,4.72,72.75,NA,8756,"LB","LB",9.5,1.71,7.03,4.42,2.75,NA,NA,250,NA,2014
"2906",32.125,NA,NA,NA,NA,74.625,NA,9468,"ED","DI",10.5,NA,7.45,NA,NA,NA,NA,279,NA,2015
"2907",33.25,28,105,"2021-03-23",5.2,77.25,NA,41585,"G","G",9.625,1.78,7.14,4.38,3.07,NA,33,311,79.75,2021
"2908",NA,27,NA,"2021-03-23",5.59,73.75,NA,44389,"DI","DI",NA,1.84,NA,NA,NA,NA,NA,318,NA,2021
"2909",30.5,22,125,"2021-03-23",4.29,72.25,NA,40547,"HB","HB",9,1.5,6.75,4.15,2.52,NA,37,212,73.625,2021
"2910",33.5,29,107,"2021-03-23",NA,79.5,79,40648,"T","T",9.875,NA,7.76,4.81,NA,NA,27,300,79,2021
"2911",32.375,24,133,"2021-03-23",4.36,72.5,77.625,42631,"S","S",9.25,NA,7.14,4,NA,NA,39,209,77.625,2021
"2912",33.125,16,119,"2021-03-23",4.68,75.5,NA,42058,"TE","TE",10,1.64,6.93,4.29,2.66,NA,31.5,247,81.5,2021
"2913",NA,NA,112,"2021-03-23",4.78,79,NA,42375,"TE","TE",NA,1.67,7.22,NA,2.78,NA,31,272,NA,2021
"2914",NA,14,127,"2021-03-23",4.47,72,NA,42212,"WR","WR",NA,1.58,NA,4.25,2.62,NA,39,189,NA,2021
"2915",32.125,40,104,"2021-03-17",5.4,73,NA,56809,"DI","DI",10,1.74,8,NA,3.19,NA,32.5,301,78.5,2021
"2916",31.25,14,120,"2021-03-23",4.51,71.625,NA,42607,"S","S",9.25,1.58,6.98,4.21,2.62,NA,NA,195,73.875,2021
"2917",NA,20,114,NA,4.63,70.625,NA,8020,"QB","QB",NA,1.57,7.02,4.27,2.7,NA,32.5,222,NA,2013
"2918",NA,22,111,NA,4.76,72.75,NA,7988,"LB","LB",NA,1.71,7.53,4.67,2.76,NA,32.5,233,NA,2013
"2919",NA,30,122,NA,4.72,74.125,NA,8378,"LB","LB",NA,1.62,7.29,4.49,2.65,NA,32.5,265,NA,2013
"2920",33.5,19,110,NA,4.77,74.125,NA,8293,"LB","LB",9.625,1.63,7.07,4.51,2.75,NA,28.5,239,NA,2013
"2921",33.625,NA,NA,NA,4.68,74,NA,8761,"LB","LB",10.125,1.66,7.12,4.35,2.73,NA,NA,242,NA,2014
"2922",NA,15,117,NA,4.53,70.625,NA,8077,"LB","LB",NA,1.65,7.28,4.53,2.68,NA,33.5,210,NA,2013
"2923",29.25,24,131,NA,4.58,71.75,NA,8036,"HB","HB",8.25,1.51,6.87,4.08,2.57,NA,41,222,NA,2013
"2924",NA,30,110,NA,5.09,76.25,NA,8002,"G","G",NA,1.69,7.53,4.59,2.9,NA,29,301,NA,2013
"2925",NA,21,108,NA,4.95,75.5,NA,8051,"G","G",NA,1.68,7.52,4.69,2.74,NA,28.5,286,NA,2013
"2926",NA,23,113,NA,4.8,75.25,NA,8151,"ED","ED",NA,1.62,7.38,4.58,2.73,NA,36,260,NA,2013
"2927",32.5,16,NA,NA,NA,75,NA,8779,"LB","LB",10.25,NA,7.04,4.57,NA,NA,30.5,218,NA,2014
"2928",NA,19,120,NA,4.73,74,NA,8196,"ED","ED",NA,1.64,7.05,4.26,2.67,NA,37.5,241,NA,2013
"2929",NA,33,116,NA,4.75,75.875,NA,7989,"DI","DI",NA,1.62,7.09,4.31,2.71,NA,37.5,271,NA,2013
"2930",31.875,30,129,NA,4.66,71.25,NA,8789,"LB","LB",9.25,1.61,7.46,4.69,2.66,NA,38.5,234,NA,2014
"2931",33.375,NA,NA,NA,NA,73.375,NA,8791,"LB","LB",10.375,NA,NA,4.31,NA,NA,NA,237,NA,2014
"2932",32.875,27,114,NA,4.7,76.25,NA,8022,"DI","DI",10.25,1.64,NA,NA,2.76,NA,32,275,NA,2013
"2933",32.5,21,129,"2021-03-19",4.44,72.5,NA,61639,"WR","WR",10.5,1.49,7.42,4.41,2.51,NA,39.5,210,77,2021
"2934",31.875,13,117,"2021-03-18",4.47,72,NA,52267,"WR","WR",9.75,1.55,6.67,4.05,2.66,NA,38.5,196,76.5,2021
"2935",32.5,21,NA,NA,NA,75.125,NA,8804,"LB","LB",9.375,NA,NA,NA,NA,NA,NA,237,NA,2014
"2936",33.5,17,NA,NA,NA,75.125,NA,9020,"LB","LB",9.625,NA,7.03,4.38,NA,NA,NA,240,NA,2014
"2937",30.75,18,120,NA,4.67,72.875,NA,9369,"LB","LB",9.125,1.62,6.97,4.38,2.7,NA,36,241,NA,2014
"2938",31,NA,NA,NA,4.76,75.5,NA,8919,"LB","LB",9.375,1.66,7.08,4.4,2.72,NA,NA,249,NA,2014
"2939",33.5,NA,NA,NA,4.64,74.5,NA,7811,"LB","LB",10,1.65,7.07,4.53,2.72,NA,NA,242,NA,2013
"2940",32.5,21,NA,NA,4.75,73.25,NA,7819,"LB","LB",NA,1.63,NA,NA,2.69,NA,NA,241,NA,2013
"2941",32,NA,114,NA,4.67,71.75,NA,7826,"LB","LB",9.375,1.63,7.39,4.49,2.7,NA,34.5,246,NA,2013
"2942",33.25,NA,117,NA,4.74,75.375,NA,7827,"LB","LB",9.5,1.66,6.96,4.18,2.71,NA,30.5,238,NA,2013
"2943",NA,NA,129,NA,4.37,75.25,NA,7991,"WR","WR",NA,1.54,6.7,4.4,2.58,NA,39,214,NA,2013
"2944",32.125,24,112,NA,5.19,77,NA,8261,"DI","DI",9.125,1.78,7.45,4.58,3.04,NA,29,309,NA,2013
"2945",34.375,21,NA,NA,NA,79,NA,10641,"DI","DI",11.75,NA,NA,NA,NA,NA,NA,291,NA,2016
"2946",NA,26,93,NA,5.05,73.125,NA,8355,"DI","DI",NA,1.75,8.6,4.93,2.94,NA,24,306,NA,2013
"2947",31.875,12,122,NA,NA,73,NA,11973,"CB","CB",9.5,NA,NA,NA,NA,NA,33,192,NA,2017
"2948",NA,5,125,NA,4.48,74.375,NA,7990,"CB","CB",NA,1.59,6.99,4.08,2.61,NA,36.5,181,NA,2013
"2949",NA,20,129,NA,4.45,74.125,NA,8035,"CB","CB",NA,1.59,6.89,4.42,2.61,NA,39.5,192,NA,2013
"2950",NA,18,125,NA,4.55,72.25,NA,8110,"CB","CB",NA,1.5,7.06,4.04,2.62,NA,36.5,186,NA,2013
"2951",NA,20,123,"2021-03-19",4.42,74,NA,76643,"CB","CB",NA,1.48,NA,NA,2.6,NA,36,198,NA,2021
"2952",29.25,17,127,"2021-03-19",4.61,68,NA,77848,"S","S",9.5,1.62,7.06,4.1,2.66,NA,37.5,178,70.875,2021
"2953",30.875,22,122,"2021-03-19",4.65,73.625,NA,60761,"LB","LB",9.5,1.64,6.87,4.12,2.68,NA,32.5,220,74.375,2021
"2954",33,17,114,"2021-03-19",4.83,75.375,NA,77922,"TE","TE",9.375,1.75,7.16,4.59,2.79,NA,28.5,249,78.625,2021
"2955",32,28,100,"2021-03-16",5.33,77,NA,100963,"DI","DI",10.75,1.81,8.16,4.68,3.02,NA,28.5,295,79.5,2021
"2956",32.125,11,115,"2021-03-16",4.64,77,NA,39902,"WR","WR",9.25,1.68,7.13,4.37,2.77,NA,31,217,78.375,2021
"2957",33.125,NA,117,"2021-03-23",4.95,73.125,NA,47165,"TE","TE",9.25,1.77,7.75,4.57,2.88,NA,31.5,248,78.25,2021
"2958",NA,6,117,NA,4.63,76,NA,10341,"S","S",NA,1.54,6.96,4.4,2.77,NA,28.5,224,NA,2013
"2959",NA,30,117,NA,4.88,74.625,NA,10338,"ED","ED",NA,1.69,7.42,4.52,2.82,NA,37.5,253,NA,2013
"2960",NA,17,124,NA,4.4,74.375,NA,8128,"WR","WR",NA,1.57,6.82,4.07,2.53,NA,35.5,204,NA,2013
"2961",32.5,21,NA,NA,4.67,72.375,NA,7837,"LB","LB",10,1.61,7.07,4.31,2.69,NA,32.5,241,NA,2013
"2962",NA,28,112,"2020-03-06",4.81,72.75,NA,42421,"TE","TE",NA,NA,NA,NA,NA,NA,32,255,NA,2020
"2963",32.25,NA,NA,NA,NA,73.375,NA,8326,"LB","LB",9.75,NA,7.13,4.33,NA,NA,30.5,243,NA,2013
"2964",32.375,NA,122,NA,4.65,71.375,NA,8311,"LB","LB",10.625,1.61,NA,4.36,2.62,NA,NA,233,NA,2013
"2965",31.75,NA,NA,"2018-03-20",4.54,73,NA,38566,"CB","CB",10.25,1.53,NA,4.32,2.65,NA,NA,209,NA,2018
"2966",28.625,NA,108,NA,4.56,71,NA,8064,"LB","LB",9.125,1.65,7.59,4.68,2.68,NA,29,223,NA,2013
"2967",32.625,NA,NA,NA,4.67,72.875,NA,8018,"LB","LB",9.125,1.61,NA,NA,2.74,NA,NA,240,NA,2013
"2968",32.375,20,113,NA,4.84,73.75,NA,8215,"LB","LB",10,1.69,7.16,4.3,2.77,NA,34,243,NA,2013
"2969",31.5,NA,NA,"2018-03-28",NA,69.75,NA,42781,"CB","CB",8.125,NA,6.92,4.28,NA,NA,NA,201,NA,2018
"2970",30.375,NA,NA,"2019-04-01",NA,76,NA,44027,"CB","CB",8.75,NA,6.83,4.13,NA,NA,NA,190,NA,2019
"2971",30.5,NA,NA,"2019-03-20",4.48,69.375,NA,43582,"CB","CB",8.625,NA,NA,NA,NA,NA,NA,169,NA,2019
"2972",33.25,NA,NA,"2019-03-19",4.66,72.875,NA,44429,"CB","CB",9.5,1.61,NA,NA,2.73,NA,NA,199,NA,2019
"2973",32.625,NA,117,NA,NA,74.25,NA,7030,"LB","LB",9.75,NA,7.55,4.64,NA,NA,32,265,NA,2012
"2974",32.75,16,NA,"2018-03-09",4.44,73,NA,49335,"CB","CB",8.875,1.59,7.3,4.31,2.6,NA,NA,206,NA,2018
"2975",32.75,NA,121,"2018-03-14",4.53,71.875,NA,49339,"CB","CB",9.75,1.57,6.96,4.28,2.65,NA,34.5,200,NA,2018
"2976",30.125,14,119,"2018-04-04",NA,74,NA,49348,"CB","CB",9.375,NA,NA,NA,NA,NA,36.5,192,NA,2018
"2977",29.875,NA,115,"2018-03-14",NA,71.125,NA,49354,"CB","CB",8.75,NA,7.02,4.43,NA,NA,34,182,NA,2018
"2978",32.25,NA,120,"2018-03-19",4.56,72.875,NA,49355,"CB","CB",8.875,1.53,6.85,4.23,2.63,NA,34.5,190,NA,2018
"2979",30.25,21,118,NA,4.48,66.75,NA,8070,"HB","HB",9.25,1.59,7.13,4.53,2.64,NA,32.5,196,NA,2013
"2980",33.75,25,112,NA,5.14,78.5,NA,8155,"ED","ED",9.625,1.71,6.99,4.65,3,NA,33,284,NA,2013
"2981",33.25,22,NA,NA,4.48,73.25,NA,7055,"LB","LB",9.5,1.62,7.26,4.32,2.64,NA,35,244,NA,2012
"2982",29.5,NA,122,"2018-04-04",4.31,70.5,NA,49377,"CB","CB",8.75,1.54,NA,NA,2.54,NA,37,178,NA,2018
"2983",31.25,NA,NA,"2018-04-03",NA,70.875,NA,49397,"CB","CB",9.25,NA,NA,4.38,NA,NA,NA,200,NA,2018
"2984",31.5,9,NA,"2018-03-19",4.4,69.875,NA,49507,"CB","CB",9.125,1.57,NA,4.18,2.51,NA,32.5,193,NA,2018
"2985",30.875,NA,NA,"2018-03-28",4.49,71.125,NA,49511,"CB","CB",9.125,1.57,6.8,NA,2.62,NA,NA,192,NA,2018
"2986",30.5,NA,120,"2019-03-14",NA,69.875,NA,49394,"CB","CB",9.125,NA,NA,NA,NA,NA,31.5,192,NA,2019
"2987",32,NA,NA,NA,4.52,74,NA,7079,"LB","LB",9,1.63,NA,NA,2.72,NA,38.5,235,NA,2012
"2988",33.5,NA,128,"2018-03-07",NA,72.25,NA,50393,"CB","CB",9.75,NA,6.94,4,NA,NA,35.5,201,NA,2018
"2989",31.125,NA,122,"2018-03-26",4.52,72.375,NA,50417,"CB","CB",9.375,1.52,NA,4.17,2.6,NA,40,196,NA,2018
"2990",NA,20,120,NA,4.53,72.75,NA,8309,"ED","ED",NA,1.61,6.69,3.97,2.59,NA,30.5,237,NA,2013
"2991",30.25,NA,120,"2018-04-03",NA,70.375,NA,50511,"CB","CB",8.25,NA,7.31,4.29,NA,NA,33.5,182,NA,2018
"2992",32.625,NA,118,"2018-03-14",NA,73.5,NA,50564,"CB","CB",9.75,NA,7,4.35,NA,NA,36,203,NA,2018
"2993",32.5,NA,127,"2019-03-12",4.6,75.625,NA,29113,"CB","CB",9.75,1.64,6.92,4.07,2.67,NA,36,211,NA,2019
"2994",31.75,NA,118,"2019-03-20",4.51,71,NA,33356,"CB","CB",8.875,1.6,6.95,4.27,2.63,NA,31.5,193,NA,2019
"2995",35,20,128,NA,4.56,76.25,NA,8290,"ED","ED",10,1.59,7.19,4.46,2.65,NA,39.5,249,NA,2013
"2996",32.5,31,NA,NA,NA,73.875,NA,12222,"DI","DI",9.75,NA,NA,NA,NA,NA,NA,294,NA,2017
"2997",NA,NA,NA,"2021-03-22",NA,72.5,NA,44681,"P","P",NA,NA,NA,NA,NA,NA,NA,212,NA,2021
"2998",32.25,23,NA,"2021-03-17",NA,76,NA,60896,"TE","TE",11,NA,NA,NA,NA,NA,NA,247,81,2021
"2999",NA,19,114,"2021-03-22",4.87,74.625,NA,35129,"LS","LS",NA,1.63,7.33,4.5,NA,NA,31.5,234,NA,2021
"3000",NA,22,120,"2021-03-22",4.6,71.625,NA,44063,"LB","LB",NA,1.5,7.69,4.7,NA,NA,33.5,247,NA,2021
"3001",31.5,NA,128,"2019-03-20",NA,71.375,NA,34105,"CB","CB",9.125,NA,6.69,4.06,NA,NA,39,193,NA,2019
"3002",30.125,NA,122,"2019-03-27",NA,70.875,NA,49371,"S","CB",9.5,NA,NA,NA,NA,NA,37,210,73.5,2019
"3003",30.375,NA,117,"2019-03-20",NA,72.625,NA,49485,"CB","CB",9.5,NA,7.09,4.39,NA,NA,32.5,207,NA,2019
"3004",31.125,NA,NA,"2019-03-28",NA,73.25,NA,56263,"S","CB",8,NA,6.84,4.49,NA,NA,NA,195,NA,2019
"3005",33.25,NA,120,NA,4.64,75.75,NA,7113,"LB","LB",9.25,1.65,7.83,4.43,2.65,NA,33.5,249,NA,2012
"3006",32.875,NA,NA,NA,NA,73.125,NA,7120,"LB","LB",9.375,NA,6.99,4.23,NA,NA,NA,241,NA,2012
"3007",31.875,NA,119,NA,4.67,74.125,NA,7129,"LB","LB",9.875,1.61,6.81,4.2,2.67,NA,37.5,246,NA,2012
"3008",32.375,21,127,NA,4.68,73.25,NA,7135,"LB","LB",10.25,1.56,7.18,4.16,2.6,NA,35.5,233,NA,2012
"3009",31.5,NA,NA,NA,NA,71.375,NA,7087,"LB","LB",9.25,NA,7.08,4.33,NA,NA,NA,231,NA,2012
"3010",31.875,NA,NA,NA,NA,72.125,NA,7137,"LB","LB",9,NA,NA,4.35,NA,NA,NA,244,NA,2012
"3011",NA,NA,110,NA,4.63,73.375,NA,7648,"LB","LB",NA,1.68,NA,4.18,2.76,NA,39.5,242,NA,2012
"3012",31.5,NA,NA,NA,NA,74.375,NA,7141,"LB","LB",9.125,NA,NA,NA,NA,NA,36,236,NA,2012
"3013",33.375,NA,123,NA,NA,75.125,NA,7148,"LB","LB",9.625,NA,NA,NA,NA,NA,NA,239,NA,2012
"3014",32.25,NA,NA,NA,4.71,74.125,NA,7155,"LB","LB",9.25,1.65,NA,NA,2.66,NA,NA,237,NA,2012
"3015",NA,NA,111,NA,4.6,75,NA,8508,"QB","QB",NA,1.62,6.9,4.12,2.66,NA,32,218,NA,2013
"3016",32.5,NA,112,NA,4.84,72.25,NA,7177,"LB","LB",9.5,1.65,NA,4.7,2.79,NA,31.5,237,NA,2012
"3017",32.75,NA,NA,NA,4.78,76.125,NA,7195,"LB","LB",10,NA,NA,NA,NA,NA,NA,246,NA,2012
"3018",32.75,26,120,NA,4.75,73.375,NA,7207,"LB","LB",10.125,1.65,7.27,4.22,2.78,NA,35,246,NA,2012
"3019",31.375,NA,NA,NA,4.6,73.625,NA,7214,"LB","LB",9.125,1.56,NA,NA,2.7,NA,31,241,NA,2012
"3020",32.375,17,118,NA,4.71,72.5,NA,7298,"LB","LB",NA,1.61,7.08,4.49,2.68,NA,37,239,NA,2012
"3021",31.25,16,NA,NA,NA,73.375,NA,7280,"LB","LB",9.75,NA,7.51,4.56,NA,NA,30,248,NA,2012
"3022",31.625,NA,NA,NA,NA,71.125,NA,7049,"LB","LB",NA,NA,6.68,4.14,NA,NA,NA,239,NA,2012
"3023",33,22,113,NA,4.7,74.5,NA,6191,"LB","LB",9,1.62,7.19,NA,2.72,NA,34.5,254,NA,2011
"3024",31.5,17,115,NA,4.94,73,NA,6213,"LB","LB",9.75,1.73,7.08,4.34,2.85,NA,31.5,239,NA,2011
"3025",32.625,27,107,NA,4.74,73,NA,6219,"LB","LB",10.625,1.71,6.97,4.25,2.78,NA,32.5,240,NA,2011
"3026",31.75,NA,NA,NA,4.7,73.875,NA,6220,"LB","LB",9.625,1.66,7.25,NA,2.76,NA,NA,250,NA,2011
"3027",33.375,24,132,NA,4.53,72.5,NA,8414,"LB","LB",10.375,1.52,7.19,4.26,2.63,NA,38,231,NA,2013
"3028",31,NA,NA,NA,4.74,73.25,NA,6236,"LB","LB",9.625,1.62,7.14,4.48,2.73,NA,30.5,245,NA,2011
"3029",NA,35,107,NA,4.87,77,NA,8928,"G","G",NA,1.72,7.57,4.64,2.81,NA,27.5,290,NA,2013
"3030",32,NA,NA,NA,4.73,73,NA,6243,"LB","LB",10,1.7,6.93,4.38,2.72,NA,NA,242,NA,2011
"3031",31.25,NA,NA,NA,4.71,75.375,NA,6251,"LB","LB",9.75,1.66,7.21,4.35,2.69,NA,34,246,NA,2011
"3032",31.5,NA,113,NA,4.78,72.875,NA,6268,"LB","LB",8.5,1.67,7.1,4.36,2.71,NA,32.5,231,NA,2011
"3033",33,18,120,NA,4.67,75.625,NA,6910,"LB","LB",9.375,1.63,7.4,4.41,2.75,NA,35.5,246,NA,2011
"3034",32.625,NA,NA,NA,4.61,74.5,NA,6309,"LB","LB",9.375,1.66,NA,NA,2.65,NA,NA,235,NA,2011
"3035",30.875,NA,NA,NA,4.74,74.75,NA,6321,"LB","LB",9,1.62,7.07,NA,2.64,NA,NA,240,NA,2011
"3036",NA,NA,NA,NA,NA,NA,NA,12014,"WR","WR",NA,NA,NA,4.27,NA,NA,NA,NA,NA,2017
"3037",32.25,NA,NA,NA,4.72,72.125,NA,6337,"LB","LB",9.25,1.68,NA,NA,2.72,NA,NA,242,NA,2011
"3038",NA,NA,NA,NA,4.96,76,NA,6767,"LB","LB",NA,1.72,7.38,4.34,2.89,NA,NA,244,NA,2011
"3039",31.375,NA,128,NA,4.55,73.625,NA,6789,"LB","LB",9.5,1.68,7.32,4.51,2.57,NA,32.5,228,NA,2011
"3040",30.75,22,NA,NA,4.76,73,NA,6515,"LB","LB",9.875,1.67,NA,NA,2.78,NA,NA,245,NA,2011
"3041",NA,20,118,NA,4.85,73.5,NA,8455,"LB","LB",NA,1.61,6.94,4.24,2.75,NA,39.5,237,NA,2013
"3042",32,NA,113,NA,4.87,72.75,NA,6800,"LB","LB",10.125,1.73,NA,NA,2.84,NA,31,242,NA,2011
"3043",NA,14,117,"2020-03-10",NA,75,NA,47108,"TE","TE",NA,NA,NA,NA,NA,NA,31,230,NA,2020
"3044",NA,27,92,NA,5.35,73.375,NA,8264,"DI","DI",NA,1.81,7.58,4.47,3.07,NA,27,306,NA,2013
"3045",32.875,22,107,"2021-03-17",NA,76,NA,43974,"ED","ED",10,NA,NA,NA,NA,NA,31.5,261,79.125,2021
"3046",NA,21,103,"2021-03-22",5.15,76.875,NA,59879,"T","T",NA,1.81,8.04,NA,2.9,NA,31,322,NA,2021
"3047",32,NA,124,"2021-03-16",4.56,71,NA,43242,"CB","CB",9.125,1.56,7.37,4.32,2.71,NA,32.5,175,77.25,2021
"3048",30.625,NA,NA,"2020-03-06",NA,68.75,NA,49432,"CB","CB",8.875,NA,NA,NA,NA,NA,NA,190,NA,2020
"3049",33,NA,NA,"2020-03-06",NA,76.875,NA,27064,"T","T",9.875,NA,NA,NA,NA,NA,NA,304,NA,2020
"3050",31.125,NA,NA,"2020-03-11",NA,71,NA,57488,"HB","HB",9.5,NA,NA,NA,NA,NA,NA,219,NA,2020
"3051",NA,NA,122,NA,4.46,74,NA,12112,"QB","QB",NA,1.61,7.03,4.37,2.55,NA,38.5,225,NA,2017
"3052",32.75,NA,NA,"2020-03-11",NA,75,NA,34632,"LB","LB",9.625,NA,NA,4.08,NA,NA,NA,235,NA,2020
"3053",31.5,20,124,"2020-03-12",4.38,74,NA,35997,"LB","LB",9,1.54,6.84,4.12,2.44,NA,34.5,227,NA,2020
"3054",31,NA,NA,NA,4.53,69.625,NA,6345,"LB","LB",10.375,1.52,NA,NA,2.71,NA,NA,229,NA,2011
